region,semana,paso,nom_comuna,comuna,fecha_inicio,fecha_termino,var_salidas,var_salidas_cota_inferior,var_salidas_cota_superior
15,8,,ARICA,15101,2020-03-01,2020-03-01,0.9958925685010198,0.9832626245727296,1.00852251242931
15,9,0.0,ARICA,15101,2020-03-07,2020-03-08,1.0140416832157588,1.0128682224028276,1.0152151440286898
15,10,0.0,ARICA,15101,2020-03-14,2020-03-15,0.976262343542,0.976262343542,0.976262343542
15,11,0.0,ARICA,15101,2020-03-21,2020-03-22,0.8381236859231056,0.8381236859231056,0.8381236859231056
15,12,0.0,ARICA,15101,2020-03-28,2020-03-29,0.8504893397259933,0.8504893397259933,0.8504893397259933
15,13,0.0,ARICA,15101,2020-04-04,2020-04-05,0.8549374462526046,0.853536589584879,0.8563383029203302
15,14,0.0,ARICA,15101,2020-04-11,2020-04-12,0.7899338274715146,0.7871898616550883,0.7926777932879409
15,15,0.0,ARICA,15101,2020-04-18,2020-04-19,0.6813807195412919,0.6537588387580249,0.7090026003245589
15,16,1.0,ARICA,15101,2020-04-25,2020-04-26,0.7334936807298285,0.7116149693958698,0.7553723920637873
15,17,1.0,ARICA,15101,2020-05-02,2020-05-03,0.7701069896703912,0.7448912496915766,0.7953227296492058
15,18,1.0,ARICA,15101,2020-05-09,2020-05-10,0.8031455060904212,0.7889051338352794,0.8173858783455631
15,19,1.0,ARICA,15101,2020-05-16,2020-05-17,0.876269322367212,0.8658693965604528,0.8866692481739711
15,20,0.0,ARICA,15101,2020-05-23,2020-05-24,0.8808264642290982,0.8601918456440204,0.9014610828141758
15,21,0.0,ARICA,15101,2020-05-30,2020-05-31,0.8589339184485403,0.8143254675457111,0.9035423693513692
15,22,0.0,ARICA,15101,2020-06-06,2020-06-07,0.9402612878171264,0.9402612878171264,0.9402612878171264
15,23,0.0,ARICA,15101,2020-06-13,2020-06-14,0.9086155924807904,0.9086155924807904,0.9086155924807904
15,24,0.0,ARICA,15101,2020-06-20,2020-06-21,0.9288237677739766,0.9288237677739766,0.9288237677739766
15,25,0.0,ARICA,15101,2020-06-27,2020-06-28,0.9428855118401198,0.9428855118401198,0.9428855118401198
15,26,0.0,ARICA,15101,2020-07-04,2020-07-05,0.9542506250710044,0.9542506250710044,0.9542506250710044
15,27,0.0,ARICA,15101,2020-07-11,2020-07-12,0.9529095407263204,0.9442058770297791,0.9616132044228616
15,28,1.0,ARICA,15101,2020-07-18,2020-07-19,0.8006919552045186,0.7842567462269616,0.8171271641820758
15,29,1.0,ARICA,15101,2020-07-25,2020-07-26,0.8287505718714544,0.8119755446588494,0.8455255990840594
15,30,1.0,ARICA,15101,2020-08-01,2020-08-02,0.8022026199803476,0.6292132938594907,0.9751919461012044
15,31,1.0,ARICA,15101,2020-08-08,2020-08-09,0.8474846277915573,0.8352174827004383,0.8597517728826762
15,32,1.0,ARICA,15101,2020-08-15,2020-08-16,0.8614705408012429,0.8529877024872179,0.8699533791152677
15,33,1.0,ARICA,15101,2020-08-22,2020-08-23,0.8729093456251672,0.8629019756887223,0.8829167155616121
15,34,1.0,ARICA,15101,2020-08-29,2020-08-30,0.8906806168667868,0.8774303310549406,0.9039309026786329
15,35,1.0,ARICA,15101,2020-09-05,2020-09-05,0.9661200176553016,0.9408610962784064,0.9913789390321964
15,37,1.0,ARICA,15101,2020-09-19,2020-09-20,0.8218488558469771,0.7638964654480936,0.8798012462458603
15,38,1.0,ARICA,15101,2020-09-26,2020-09-27,0.9018127860271784,0.8826104530391177,0.921015119015239
15,39,1.0,ARICA,15101,2020-10-03,2020-10-04,0.9551898289341956,0.9551898289341956,0.9551898289341956
15,40,1.0,ARICA,15101,2020-10-10,2020-10-11,0.9406015609859772,0.9339485493922364,0.947254572579718
15,41,1.0,ARICA,15101,2020-10-17,2020-10-18,0.9391865882656726,0.9391865882656726,0.9391865882656726
15,42,1.0,ARICA,15101,2020-10-24,2020-10-25,0.9900771652999832,0.9900771652999832,0.9900771652999832
15,43,1.0,ARICA,15101,2020-10-31,2020-11-01,0.9606364870690356,0.9545318155545292,0.966741158583542
15,44,1.0,ARICA,15101,2020-11-07,2020-11-08,0.975381626583116,0.9721476608450916,0.9786155923211404
15,45,2.0,ARICA,15101,2020-11-14,2020-11-15,0.9360493405860923,0.902336083111315,0.9697625980608698
15,46,2.0,ARICA,15101,2020-11-21,2020-11-22,0.9889965312300644,0.9821991558210112,0.9957939066391176
