fecha,positividad
2020-03-02,NA
2020-03-03,NA
2020-03-04,NA
2020-03-05,NA
2020-03-06,NA
2020-03-07,NA
2020-03-08,0.0567334235262252
2020-03-09,0.058786925579727256
2020-03-10,0.062102822185037064
2020-03-11,0.06504531799763918
2020-03-12,0.06575135137376241
2020-03-13,0.07151862891847427
2020-03-14,0.08096240642947868
2020-03-15,0.09146534134450766
2020-03-16,0.09439113672313323
2020-03-17,0.09127262923172154
2020-03-18,0.08661105918154344
2020-03-19,0.08489554580634433
2020-03-20,0.08435490158454588
2020-03-21,0.07968684480670903
2020-03-22,0.07781429076875694
2020-03-23,0.07573267855296739
2020-03-24,0.07928763915518437
2020-03-25,0.08330724342570009
2020-03-26,0.09134658130647444
2020-03-27,0.09851683979467878
2020-03-28,0.10681010136126277
2020-03-29,0.11440009563220285
2020-03-30,0.11941434168546029
2020-03-31,0.12011035743724804
2020-04-01,0.12003332329016227
2020-04-02,0.11542049920515507
2020-04-03,0.11042697524104716
2020-04-04,0.10242574707238607
2020-04-05,0.09722797911151211
2020-04-06,0.09569782665302765
2020-04-07,0.09589084437521211
2020-04-08,0.09536640131623053
2020-04-09,0.09634267470849081
2020-04-10,0.0974271932441042
2020-04-11,0.10049272977057626
2020-04-12,0.09806546355382949
2020-04-13,0.10076702123130274
2020-04-14,0.10059541512745751
2020-04-15,0.10280583143832564
2020-04-16,0.10480821254003457
2020-04-17,0.10553454628072237
2020-04-18,0.10234543425154903
2020-04-19,0.10577377312646563
2020-04-20,0.10889657458775515
2020-04-21,0.11013749701410903
2020-04-22,0.1117742016018461
2020-04-23,0.11174149704169835
2020-04-24,0.11364459062895148
2020-04-25,0.11922014275150694
2020-04-26,0.12401103474689565
2020-04-27,0.12452639337791582
2020-04-28,0.1325003997625859
2020-04-29,0.14159099766068658
2020-04-30,0.15168328085088786
2020-05-01,0.15971914213972935
2020-05-02,0.1670028908446713
2020-05-03,0.17778012065802198
2020-05-04,0.18559921796553028
2020-05-05,0.19374933540719375
2020-05-06,0.1983725475670733
2020-05-07,0.20275999760678395
2020-05-08,0.20941662058802404
2020-05-09,0.21624818058514222
2020-05-10,0.22541930055205575
2020-05-11,0.2366478834050696
2020-05-12,0.24488998389263752
2020-05-13,0.25265538934824266
2020-05-14,0.26314618392763583
2020-05-15,0.2701537876019136
2020-05-16,0.2817255991644121
2020-05-17,0.2906526950539801
2020-05-18,0.2986059199134186
2020-05-19,0.30776411695973865
2020-05-20,0.3168952973768692
2020-05-21,0.3296490247393965
2020-05-22,0.3419988094749142
2020-05-23,0.3485729373321839
2020-05-24,0.3546920804629355
2020-05-25,0.3602498526725289
2020-05-26,0.36182046243748456
2020-05-27,0.3634086663428794
2020-05-28,0.35918477515677866
2020-05-29,0.3567465791549023
2020-05-30,0.3568551602623377
2020-05-31,0.352691122859396
2020-06-01,0.3506875847866806
2020-06-02,0.34792887691592195
2020-06-03,0.342653021376508
2020-06-04,0.3431915703618166
2020-06-05,0.3387225273790084
2020-06-06,0.33612272616560235
2020-06-07,0.33417329849584554
2020-06-08,0.32991471723066673
2020-06-09,0.32420665234345175
2020-06-10,0.3237786457946598
2020-06-11,0.31638030735704
2020-06-12,0.3128143257347432
2020-06-13,0.30674223084112995
2020-06-14,0.304286733774921
2020-06-15,0.3017513116971764
2020-06-16,0.3021266768092018
2020-06-17,0.2996282977943042
2020-06-18,0.2965215804290069
2020-06-19,0.2922658723113421
2020-06-20,0.28929123111205673
2020-06-21,0.28132798709318896
2020-06-22,0.27772564955182477
2020-06-23,0.2726328856855877
2020-06-24,0.266953251933496
2020-06-25,0.2628511491578509
2020-06-26,0.25880894466037335
2020-06-27,0.2534405639367616
2020-06-28,0.252478300409239
2020-06-29,0.24905352656061078
2020-06-30,0.2457129571206816
2020-07-01,0.24189554078253733
