fecha,prob48.estimado,prob48.linf,prob48.lsup
2020-03-08,0.0350154244347025,0.0201402366636748,0.0530481970237295
2020-03-15,0.0350154244347025,0.0201402366636748,0.0530481970237295
2020-03-22,0.0436920721595937,0.0347441622677611,0.0535612984365644
2020-03-29,0.0832076210475303,0.0725884641959597,0.0944411786280586
2020-04-05,0.15357348948634802,0.14028122350344102,0.167716384140546
2020-04-12,0.21797216999032798,0.202582347034992,0.233556324778275
2020-04-19,0.263888782150927,0.249147365286143,0.278974871147862
2020-04-26,0.214984994896352,0.204731206517263,0.225278741653073
2020-05-03,0.18363194351991102,0.17704862664334803,0.19040885301263102
2020-05-10,0.129483789499473,0.12533050489781697,0.13370734310943302
2020-05-17,0.0782437876086311,0.0752933764722891,0.0811898912180985
2020-05-24,0.0913053133009454,0.0882924643931198,0.0943920789047677
2020-05-31,0.101042634400736,0.0979146722583043,0.10427193111259801
2020-06-07,0.129228572715289,0.12568317631384,0.132814890016004
2020-06-14,0.172065362866872,0.16781728395472,0.17630003741813
2020-06-21,0.210293539222673,0.20544309494755397,0.215225667263849
2020-06-28,0.25558489617152697,0.249935630182102,0.261426416962284
2020-07-05,0.259640627778693,0.253153315410724,0.26597816246959805
2020-07-12,0.31248930092469,0.305321502269092,0.3197464813874569
2020-07-19,0.29797093606925,0.290501602951666,0.305602619763921
2020-07-26,0.316478232467505,0.308709347291045,0.32410633163211
2020-08-02,0.324148447995063,0.316188431180295,0.332375919360625
2020-08-09,0.3542462355924071,0.34578910896544,0.362703427283938
2020-08-16,0.368849551030859,0.36008366891385296,0.3777671327965689
2020-08-23,0.366396552686193,0.32470131034032895,0.389011878726776
2020-08-30,0.3422901701551189,0.270294334418036,0.39575596443062605
2020-09-06,0.298565852015221,0.21293516312365302,0.369137018606361
2020-09-13,0.24899517757073303,0.159404831351659,0.36069796982855395
