Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total
Categoria,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos acumulados,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos totales,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos con sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin sintomas,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Casos nuevos sin notificar,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Fallecidos totales,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos confirmados recuperados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos confirmados,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos activos probables,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados,Casos probables acumulados
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,8.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,0.0,0.0,2.0,1.0,0.0,0.0,40.0,0.0,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,61.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,0.0,0.0,2.0,1.0,0.0,0.0,54.0,0.0,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,0.0,0.0,2.0,1.0,0.0,1.0,123.0,0.0,9.0,12.0,4.0,1.0,1.0,1.0,1.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,0.0,0.0,2.0,1.0,0.0,1.0,152.0,0.0,9.0,26.0,4.0,1.0,1.0,1.0,1.0,2.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,0.0,0.0,2.0,1.0,0.0,1.0,174.0,0.0,11.0,26.0,7.0,4.0,1.0,8.0,1.0,2.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,1.0,0.0,2.0,1.0,2.0,4.0,247.0,2.0,14.0,28.0,14.0,7.0,1.0,16.0,1.0,2.0,342.0,1.0,0.0,0.0,0.0,2.0,3.0,73.0,2.0,3.0,2.0,7.0,3.0,0.0,8.0,0.0,0.0,104.0,1.0,0.0,0.0,0.0,2.0,3.0,73.0,2.0,3.0,2.0,7.0,3.0,0.0,8.0,0.0,0.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,1.0,0.0,6.0,1.0,3.0,5.0,304.0,6.0,14.0,44.0,19.0,9.0,1.0,18.0,1.0,2.0,434.0,0.0,0.0,4.0,0.0,1.0,1.0,57.0,4.0,0.0,16.0,5.0,2.0,0.0,2.0,0.0,0.0,92.0,0.0,0.0,4.0,0.0,1.0,1.0,57.0,4.0,0.0,16.0,5.0,2.0,0.0,2.0,0.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,1.0,0.0,10.0,1.0,3.0,13.0,359.0,7.0,15.0,58.0,30.0,15.0,1.0,20.0,1.0,3.0,537.0,0.0,0.0,4.0,0.0,0.0,8.0,55.0,1.0,1.0,14.0,11.0,6.0,0.0,2.0,0.0,1.0,103.0,0.0,0.0,4.0,0.0,0.0,8.0,55.0,1.0,1.0,14.0,11.0,6.0,0.0,2.0,0.0,1.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,2.0,0.0,11.0,1.0,5.0,16.0,409.0,8.0,25.0,64.0,35.0,27.0,1.0,23.0,1.0,4.0,632.0,1.0,0.0,1.0,0.0,2.0,3.0,50.0,1.0,10.0,6.0,5.0,12.0,0.0,3.0,0.0,1.0,95.0,1.0,0.0,1.0,0.0,2.0,3.0,50.0,1.0,10.0,6.0,5.0,12.0,0.0,3.0,0.0,1.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,2.0,1.0,11.0,1.0,6.0,19.0,459.0,8.0,28.0,81.0,46.0,40.0,4.0,33.0,1.0,6.0,746.0,0.0,1.0,0.0,0.0,1.0,3.0,50.0,0.0,3.0,17.0,11.0,13.0,3.0,10.0,0.0,2.0,114.0,0.0,1.0,0.0,0.0,1.0,3.0,50.0,0.0,3.0,17.0,11.0,13.0,3.0,10.0,0.0,2.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,2.0,4.0,13.0,1.0,11.0,25.0,540.0,9.0,29.0,105.0,73.0,59.0,6.0,36.0,1.0,8.0,922.0,0.0,3.0,2.0,0.0,5.0,6.0,81.0,1.0,1.0,24.0,27.0,19.0,2.0,3.0,0.0,2.0,176.0,0.0,3.0,2.0,0.0,5.0,6.0,81.0,1.0,1.0,24.0,27.0,19.0,2.0,3.0,0.0,2.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,2.0,4.0,19.0,1.0,12.0,32.0,682.0,11.0,30.0,111.0,95.0,74.0,11.0,44.0,1.0,13.0,1142.0,0.0,0.0,6.0,0.0,1.0,7.0,142.0,2.0,1.0,6.0,22.0,15.0,5.0,8.0,0.0,5.0,220.0,0.0,0.0,6.0,0.0,1.0,7.0,142.0,2.0,1.0,6.0,22.0,15.0,5.0,8.0,0.0,5.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,3.0,5.0,20.0,1.0,13.0,44.0,746.0,14.0,31.0,114.0,109.0,111.0,14.0,60.0,2.0,19.0,1306.0,1.0,1.0,1.0,0.0,1.0,12.0,64.0,3.0,1.0,3.0,14.0,37.0,3.0,16.0,1.0,6.0,164.0,1.0,1.0,1.0,0.0,1.0,12.0,64.0,3.0,1.0,3.0,14.0,37.0,3.0,16.0,1.0,6.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,3.0,5.0,21.0,1.0,14.0,49.0,938.0,16.0,32.0,144.0,135.0,143.0,22.0,63.0,2.0,22.0,1610.0,0.0,0.0,1.0,0.0,1.0,5.0,192.0,2.0,1.0,30.0,26.0,32.0,8.0,3.0,0.0,3.0,304.0,0.0,0.0,1.0,0.0,1.0,5.0,192.0,2.0,1.0,30.0,26.0,32.0,8.0,3.0,0.0,3.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
