Region,Codigo region,Comuna,Codigo comuna,fecha,positividad
Antofagasta,2,Antofagasta,2101,2020-03-02,
Antofagasta,2,Antofagasta,2101,2020-03-03,
Antofagasta,2,Antofagasta,2101,2020-03-04,
Antofagasta,2,Antofagasta,2101,2020-03-05,
Antofagasta,2,Antofagasta,2101,2020-03-06,
Antofagasta,2,Antofagasta,2101,2020-03-07,
Antofagasta,2,Antofagasta,2101,2020-03-08,
Antofagasta,2,Antofagasta,2101,2020-03-09,
Antofagasta,2,Antofagasta,2101,2020-03-10,
Antofagasta,2,Antofagasta,2101,2020-03-11,
Antofagasta,2,Antofagasta,2101,2020-03-12,
Antofagasta,2,Antofagasta,2101,2020-03-13,
Antofagasta,2,Antofagasta,2101,2020-03-14,
Antofagasta,2,Antofagasta,2101,2020-03-15,
Antofagasta,2,Antofagasta,2101,2020-03-16,
Antofagasta,2,Antofagasta,2101,2020-03-17,
Antofagasta,2,Antofagasta,2101,2020-03-18,
Antofagasta,2,Antofagasta,2101,2020-03-19,0.025334271639690358
Antofagasta,2,Antofagasta,2101,2020-03-20,0.05130829761371633
Antofagasta,2,Antofagasta,2101,2020-03-21,0.06355319557290001
Antofagasta,2,Antofagasta,2101,2020-03-22,0.09385622587593033
Antofagasta,2,Antofagasta,2101,2020-03-23,0.09878233425031456
Antofagasta,2,Antofagasta,2101,2020-03-24,0.10298401492258344
Antofagasta,2,Antofagasta,2101,2020-03-25,0.1111472802287059
Antofagasta,2,Antofagasta,2101,2020-03-26,0.12465435157782398
Antofagasta,2,Antofagasta,2101,2020-03-27,0.12513535205882445
Antofagasta,2,Antofagasta,2101,2020-03-28,0.1243190255282122
Antofagasta,2,Antofagasta,2101,2020-03-29,0.10967157252459482
Antofagasta,2,Antofagasta,2101,2020-03-30,0.10704961161564837
Antofagasta,2,Antofagasta,2101,2020-03-31,0.11685353318427585
Antofagasta,2,Antofagasta,2101,2020-04-01,0.10285936408806592
Antofagasta,2,Antofagasta,2101,2020-04-02,0.08740237484075407
Antofagasta,2,Antofagasta,2101,2020-04-03,0.06094734838572762
Antofagasta,2,Antofagasta,2101,2020-04-04,0.062339289777669026
Antofagasta,2,Antofagasta,2101,2020-04-05,0.0466837124782561
Antofagasta,2,Antofagasta,2101,2020-04-06,0.047950993584246884
Antofagasta,2,Antofagasta,2101,2020-04-07,0.05075211403242616
Antofagasta,2,Antofagasta,2101,2020-04-08,0.054031997414350365
Antofagasta,2,Antofagasta,2101,2020-04-09,0.07237776855862896
Antofagasta,2,Antofagasta,2101,2020-04-10,0.09575439193525234
Antofagasta,2,Antofagasta,2101,2020-04-11,0.09375638993725034
Antofagasta,2,Antofagasta,2101,2020-04-12,0.10698390316476357
Antofagasta,2,Antofagasta,2101,2020-04-13,0.1249758169113943
Antofagasta,2,Antofagasta,2101,2020-04-14,0.13611940478132487
Antofagasta,2,Antofagasta,2101,2020-04-15,0.1323716093668628
Antofagasta,2,Antofagasta,2101,2020-04-16,0.13221366891041486
Antofagasta,2,Antofagasta,2101,2020-04-17,0.13630957300631896
Antofagasta,2,Antofagasta,2101,2020-04-18,0.14929658599333195
Antofagasta,2,Antofagasta,2101,2020-04-19,0.16933717452707114
Antofagasta,2,Antofagasta,2101,2020-04-20,0.17411062390893206
Antofagasta,2,Antofagasta,2101,2020-04-21,0.17122296999152986
Antofagasta,2,Antofagasta,2101,2020-04-22,0.17139933683456338
Antofagasta,2,Antofagasta,2101,2020-04-23,0.1751634077127282
Antofagasta,2,Antofagasta,2101,2020-04-24,0.16414109669041718
Antofagasta,2,Antofagasta,2101,2020-04-25,0.16149559404491454
Antofagasta,2,Antofagasta,2101,2020-04-26,0.1426442681683279
